Внешний код;Артикул;Наименование номенклатуры;ВидНоменклатуры;ЕдиницаИзмерения;Бренд;Тип;Серия;Модель;Цвет;Высота;Ширина;Толщина;Стекло;Эксклюзив;Стиль;Путь к фото;Цена ЦФО Оптовая;Цена СЗФО Оптовая;Цена СФО Оптовая;Цена ЮФО Оптовая;Цена УФО Оптовая;Цена ЦФО Розница;Цена СЗФО Розница;Цена СФО Розница;Цена ЮФО Розница;Цена УФО Розница;Цена ДВФО Розница;
00-00161546;SC-00161546;Дверь Санд 2.34U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.34;Санд;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-34u__sand__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00161578;SC-00161578;Дверь Кремовая Магнолия 1 PA 2000*800 (190) профиль Никель Eclipse;Полотно;шт;PROFILDOORS;Полотно;PA;1;Кремовая Магнолия;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/pa/pa__1pa__kremovaya-magnoliya__no__no__no__no__nikel__no.jpg;13429.00;13563.00;13966.00;13698.00;13832.00;19472.00;19667.00;20251.00;19861.00;20056.00;20640.00;
00-00161569;SC-00161569;Дверь Магнолия сатинат 2.18U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.18;Магнолия Сатинат;2000;800;36;;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-18u__magnoliya-satinat__no__no__no__no.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00161600;SC-00161600;Дверь Дуб Салинас Темный 100XN 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;XN;100;Дуб Салинас Темный;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__100xn__dub-salinas-temnyy__no__no__no__no.jpg;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00161588;SC-00161588;Дверь Пекан Белый 101XN ст.матовое 2000*800 (190) R Krona;Полотно;шт;PROFILDOORS;Полотно;XN;101;Пекан Белый;2000;800;36;матовое;;Классика;;10892.00;11001.00;11328.00;11110.00;11219.00;15520.00;15675.00;16141.00;15830.00;15986.00;16451.00;
00-00161631;SC-00161631;Дверь Аляска 2.09U 2000*800 (190) R ст.матовое Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.09;Аляска;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-09u__alyaska__matovoe__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00161657;SC-00161657;Дверь Манхэттен 2.104U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.104;Манхэттен;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-104u__mankhetten__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00161633;SC-00161633;Дверь Аляска 65U 2000*800 (190) R ст.ромб Krona;Полотно;шт;PROFILDOORS;Полотно;U;65;Аляска;2000;800;36;ромб;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__65u__alyaska__romb__no__no__no.jpg;9542.00;9637.00;9924.00;9733.00;9828.00;13597.00;13733.00;14141.00;13869.00;14005.00;14413.00;
00-00161660;SC-00161660;Дверь Пекан Белый  1XN 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;XN;1;Пекан Белый;2000;800;36;;;Классика;;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00161663;SC-00161663;Дверь Каштан Темный  2XN 2000*800 (190) R ст.ромб Krona;Полотно;шт;PROFILDOORS;Полотно;XN;2;Каштан Темный;2000;800;36;ромб;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__2xn__kashtan-temnyy__romb__no__no__no.jpg;7811.00;7889.00;8123.00;7967.00;8045.00;11130.00;11241.00;11575.00;11353.00;11464.00;11798.00;
00-00161773;SC-00161773;Дверь Магнолия Сатинат  5Е вс.каштан светлый 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;5;Магнолия Сатинат;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__5e__magnoliya-satinat__no__kashtan-svetlyy__4-stor-matovaya__no.jpg;16831.00;16999.00;17504.00;17168.00;17336.00;24405.00;24649.00;25381.00;24893.00;25137.00;25869.00;
00-00161852;SC-00161852;Дверь Белый люкс 126L 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;L;126;Белый Люкс;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__126l__belyy-lyuks__no__no__no__no.jpg;12838.00;12966.00;13352.00;13095.00;13223.00;18615.00;18801.00;19360.00;18987.00;19173.00;19732.00;
00-00161796;SC-00161796;Дверь Белый Люкс 22LK ст.черный лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;22;Белый Люкс;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__22lk__belyy-lyuks__chernyy-lak__no__4-stor-abs__no.jpg;23250.00;23483.00;24180.00;23715.00;23948.00;33713.00;34050.00;35062.00;34387.00;34724.00;35736.00;
00-00161937;SC-00161937;Дверь ДаркВайт 94U 2000*800 (190) R ст.гравировка 1 Krona;Полотно;шт;PROFILDOORS;Полотно;U;94;ДаркВайт;2000;800;36;гравировка 1;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__94u__darkvayt__gravirovka-1__no__no__no.jpg;12059.00;12180.00;12541.00;12300.00;12421.00;17184.00;17356.00;17871.00;17528.00;17700.00;18215.00;
00-00161938;SC-00161938;Дверь ДаркВайт 94U 2000*800 (190) L ст.гравировка 1 Krona;Полотно;шт;PROFILDOORS;Полотно;U;94;ДаркВайт;2000;800;36;гравировка 1;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__94u__darkvayt__gravirovka-1__no__no__no.jpg;12059.00;12180.00;12541.00;12300.00;12421.00;17184.00;17356.00;17871.00;17528.00;17700.00;18215.00;
00-00162027;SC-00162027;Дверь Аляска 92U 2000*800 (190) R ст.матовое Krona;Полотно;шт;PROFILDOORS;Полотно;U;92;Аляска;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__92u__alyaska__matovoe__no__no__no.jpg;10587.00;10693.00;11010.00;10799.00;10905.00;15086.00;15237.00;15689.00;15388.00;15539.00;15991.00;
00-00162019;SC-00162019;Дверь ДаркВайт Люкс 2.103L 2000*800 (190) R ст.гравировка 1 Krona;Полотно;шт;PROFILDOORS;Полотно;L;2.103;ДаркВайт Люкс;2000;800;36;гравировка 1;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__2-103l__darkvayt-lyuks__gravirovka-1__no__no__no.jpg;16474.00;16639.00;17133.00;16803.00;16968.00;23887.00;24126.00;24842.00;24365.00;24604.00;25320.00;
00-00162049;SC-00162049;Дверь ДаркВайт Люкс 1LK 2000*800 (190) кромка 4 стор. Black Edition Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;1;ДаркВайт Люкс;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__1lk__darkvayt-lyuks__no__no__4-stor-black-edition__no.jpg;25716.00;25973.00;26745.00;26230.00;26487.00;37289.00;37662.00;38781.00;38035.00;38408.00;39526.00;
00-00162090;SC-00162090;Дверь Пекан Белый 100XN 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;XN;100;Пекан Белый;2000;800;36;;;Классика;;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00162103;SC-00162103;Дверь Графит 1.1.1 PD 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PD;1.1.1;Графит;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pd/pd__1-1-1pd__grafit__no__no__no__no.jpg;9941.00;10040.00;10339.00;10140.00;10239.00;14912.00;15061.00;15508.00;15210.00;15359.00;15807.00;
00-00162112;SC-00162112;Дверь Манхэттен 116Е ст.черный лак 2000*800 (190) кромка 4 стор. Black Edition Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;116;Манхэттен;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__116e__mankhetten__chernyy-lak__no__4-stor-matovaya__no.jpg;19919.00;20118.00;20716.00;20317.00;20517.00;28883.00;29172.00;30038.00;29461.00;29749.00;30616.00;
00-00162080;SC-00162080;Дверь Грей 2.09U 2000*800 (190) ст.триплекс черный Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.09;Грей;2000;800;36;триплекс черный;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-09u__grey__tripleks-chernyy__no__no__no.jpg;10094.00;10195.00;10498.00;10296.00;10397.00;14384.00;14528.00;14959.00;14672.00;14816.00;15247.00;
00-00162082;SC-00162082;Дверь Грей 2.36U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.36;Грей;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-36u__grey__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00162127;SC-00162127;Дверь Магнолия Сатинат 5Е ст.черный лак 2000*800 (190) кромка 4 стор. Black Edition Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;5;Магнолия Сатинат;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__5e__magnoliya-satinat__chernyy-lak__no__4-stor-black-edition__no.jpg;18719.00;18906.00;19468.00;19093.00;19281.00;27143.00;27414.00;28229.00;27686.00;27957.00;28772.00;
00-00162148;SC-00162148;Дверь Грей 2.34U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.34;Грей;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-34u__grey__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00162225;SC-00162225;Дверь Каштан Светлый 62XN 2000*800 (190) ст.серебро матлак Krona;Полотно;шт;PROFILDOORS;Полотно;XN;62;Каштан Светлый;2000;800;36;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__62xn__kashtan-svetlyy__serebryanyy-lak__no__no__no.jpg;9932.00;10031.00;10329.00;10131.00;10230.00;14153.00;14295.00;14719.00;14436.00;14578.00;15002.00;
00-00162267;SC-00162267;Дверь Белый люкс 73L ст.матовое 2000*800 (190) R Krona;Полотно;шт;PROFILDOORS;Полотно;L;73;Белый Люкс;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/l/l__73l__belyy-lyuks__matovoe__no__no__no.jpg;13512.00;13647.00;14052.00;13782.00;13917.00;19592.00;19788.00;20376.00;19984.00;20180.00;20768.00;
00-00162337;SC-00162337;Дверь Манхэттен 122Е ст.черный лак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;122;Манхэттен;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__122e__mankhetten__chernyy-lak__no__4-stor-matovaya__no.jpg;15680.00;15837.00;16307.00;15994.00;16150.00;22736.00;22963.00;23645.00;23191.00;23418.00;24100.00;
00-00162400;SC-00162400;Дверь Грей Люкс 119L ст.матовое 2000*800 (190) R Krona;Полотно;шт;PROFILDOORS;Полотно;L;119;Грей Люкс;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__119l__grey-lyuks__matovoe__no__no__no.jpg;11550.00;11666.00;12012.00;11781.00;11897.00;16748.00;16915.00;17418.00;17083.00;17250.00;17753.00;
00-00162447;SC-00162447;Дверь ДаркВайт 104Е вс.каштан светлый 2000*800 (190) кромка 4 стор. матовая Eclipsе;Полотно;шт;PROFILDOORS;Полотно;Е;104;ДаркВайт;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__104e__darkvayt__no__kashtan-svetlyy__4-stor-matovaya__no.jpg;15680.00;15837.00;16307.00;15994.00;16150.00;22736.00;22963.00;23645.00;23191.00;23418.00;24100.00;
00-00162546;SC-00162546;Дверь ДаркВайт 90U 2000*800 (190) R ст.гравировка 1 Krona;Полотно;шт;PROFILDOORS;Полотно;U;90;ДаркВайт;2000;800;36;гравировка 1;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__90u__darkvayt__gravirovka-1__no__no__no.jpg;11257.00;11370.00;11707.00;11482.00;11595.00;16041.00;16201.00;16683.00;16362.00;16522.00;17003.00;
00-00162591;SC-00162591;Дверь Кремовая Магнолия 1.2.1 PM 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PM;1.2.1;Кремовая Магнолия;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pm/pm__1-2-1pm__kremovaya-magnoliya__no__no__no__no.jpg;9196.00;9288.00;9564.00;9380.00;9472.00;13794.00;13932.00;14346.00;14070.00;14208.00;14622.00;
00-00162552;SC-00162552;Дверь ДаркВайт 90U 2000*800 (190) L ст.гравировка 1 Krona;Полотно;шт;PROFILDOORS;Полотно;U;90;ДаркВайт;2000;800;36;гравировка 1;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__90u__darkvayt__gravirovka-1__no__no__no.jpg;11257.00;11370.00;11707.00;11482.00;11595.00;16041.00;16201.00;16683.00;16362.00;16522.00;17003.00;
00-00162608;SC-00162608;Дверь ДаркВайт 1Е 2000*800 (190) кромка 4 стор. Gold Edition Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;1;ДаркВайт;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__1e__darkvayt__no__no__4-stor-matovaya__no.jpg;15103.00;15254.00;15707.00;15405.00;15556.00;21900.00;22119.00;22776.00;22338.00;22557.00;23214.00;
00-00162609;SC-00162609;Дверь ДаркВайт 2.19U 2000*800 (190) R ст.графит Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.19;ДаркВайт;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-19u__darkvayt__grafit__no__no__no.jpg;9460.00;9555.00;9838.00;9649.00;9744.00;13479.00;13614.00;14018.00;13749.00;13883.00;14288.00;
00-00162605;SC-00162605;Дверь Смоки 3.1.1 PD 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PD;3.1.1;Смоки;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pd/pd__3-1-1pd__smoki__no__no__no__no.jpg;9941.00;10040.00;10339.00;10140.00;10239.00;14912.00;15061.00;15508.00;15210.00;15359.00;15807.00;
00-00162622;SC-00162622;Дверь Шеллгрей 62U 2000*800 (190) ст.серебро матлак Krona;Полотно;шт;PROFILDOORS;Полотно;U;62;Шеллгрей;2000;800;36;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__62u__shellgrey__serebryanyy-lak__no__no__no.jpg;9932.00;10031.00;10329.00;10131.00;10230.00;14153.00;14295.00;14719.00;14436.00;14578.00;15002.00;
00-00162641;SC-00162641;Дверь Магнолия сатинат 64U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;64;Магнолия Сатинат;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__64u__magnoliya-satinat__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00162655;SC-00162655;Дверь Вайт 4.1.2 PD ст.матовое с 2-х сторон 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PD;4.1.2;Вайт;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/pd/pd__4-1-2pd__vayt__matovoe__no__no__no.jpg;9666.00;9763.00;10053.00;9859.00;9956.00;14499.00;14644.00;15079.00;14789.00;14934.00;15369.00;
00-00162665;SC-00162665;Дверь Аляска 22Е ст.черный лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;22;Аляска;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__22e__alyaska__chernyy-lak__no__4-stor-matovaya__no.jpg;13375.00;13509.00;13910.00;13643.00;13776.00;19394.00;19588.00;20170.00;19782.00;19976.00;20558.00;
00-00162643;SC-00162643;Дверь Белый люкс 27L глухое 2000*800 (190) молдинг золото Krona;Полотно;шт;PROFILDOORS;Полотно;L;27;Белый Люкс;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__27l__belyy-lyuks__no__no__no__zoloto.jpg;12838.00;12966.00;13352.00;13095.00;13223.00;18615.00;18801.00;19360.00;18987.00;19173.00;19732.00;
00-00162701;SC-00162701;Дверь Каштан Светлый 95XN 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;XN;95;Каштан Светлый;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__95xn__kashtan-svetlyy__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00162693;SC-00162693;Дверь Дуб Салинас Светлый 62XN 2000*800 (190) ст.черный лак Krona;Полотно;шт;PROFILDOORS;Полотно;XN;62;Дуб Салинас Светлый;2000;800;36;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__62xn__dub-salinas-svetlyy__chernyy-lak__no__no__no.jpg;9932.00;10031.00;10329.00;10131.00;10230.00;14153.00;14295.00;14719.00;14436.00;14578.00;15002.00;
00-00162704;SC-00162704;Дверь Дуб Салинас Темный 2.09XN 2000*800 (190) R ст.матовое Krona;Полотно;шт;PROFILDOORS;Полотно;XN;2.09;Дуб Салинас Темный;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-09xn__dub-salinas-temnyy__matovoe__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00162729;SC-00162729;Дверь Крем Вайт 4.1.1 PD 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PD;4.1.1;Крем Вайт;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pd/pd__4-1-1pd__krem-vayt__no__no__no__no.jpg;9941.00;10040.00;10339.00;10140.00;10239.00;14912.00;15061.00;15508.00;15210.00;15359.00;15807.00;
