Внешний код;Артикул;Наименование номенклатуры;ВидНоменклатуры;ЕдиницаИзмерения;Бренд;Тип;Серия;Модель;Цвет;Высота;Ширина;Толщина;Стекло;Эксклюзив;Стиль;Путь к фото;Цена ЦФО Оптовая;Цена СЗФО Оптовая;Цена СФО Оптовая;Цена ЮФО Оптовая;Цена УФО Оптовая;Цена ЦФО Розница;Цена СЗФО Розница;Цена СФО Розница;Цена ЮФО Розница;Цена УФО Розница;Цена ДВФО Розница;
00-00160038;SC-00160038;Дверь Манхэттен 106U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;106;Манхэттен;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__106u__mankhetten__no__no__no__no.jpg;7121.00;7192.00;7406.00;7263.00;7335.00;10147.00;10248.00;10553.00;10350.00;10451.00;10756.00;
00-00160114;SC-00160114;Дверь Аляска 62U 2000*800 (190) ст.зеркало Krona;Полотно;шт;PROFILDOORS;Полотно;U;62;Аляска;2000;800;36;зеркало;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__62u__alyaska__zerkalo__no__no__no.jpg;9932.00;10031.00;10329.00;10131.00;10230.00;14153.00;14295.00;14719.00;14436.00;14578.00;15002.00;
00-00160140;SC-00160140;Дверь Магнолия сатинат 105U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;105;Магнолия Сатинат;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__105u__magnoliya-satinat__no__no__no__no.jpg;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00160135;SC-00160135;Дверь ДаркВайт 42Е молдиг AL 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;42;ДаркВайт;2000;800;44;;;Модерн;;16938.00;17107.00;17616.00;17277.00;17446.00;24560.00;24806.00;25542.00;25051.00;25297.00;26034.00;
00-00160169;SC-00160169;Дверь ДаркВайт 62U 2000*800 ст.зеркало;Полотно;шт;PROFILDOORS;Полотно;U;62;ДаркВайт;2000;800;36;зеркало;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__62u__darkvayt__zerkalo__no__no__no.jpg;11132.00;11243.00;11577.00;11355.00;11466.00;15753.00;15911.00;16383.00;16068.00;16226.00;16698.00;
00-00160181;SC-00160181;Дверь Пекан Белый 95XN 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;X;95;Пекан Белый;2000;800;36;;;Классика;;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00160193;SC-00160193;Дверь Монблан 95XN 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;XN;95;Монблан;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__95xn__monblan__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00160196;SC-00160196;Дверь Вайт 1.3.1 PM 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PM;1.3.1;Вайт;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pm/pm__1-3-1pm__vayt__no__no__no__no.jpg;9196.00;9288.00;9564.00;9380.00;9472.00;13794.00;13932.00;14346.00;14070.00;14208.00;14622.00;
00-00160200;SC-00160200;Дверь Санд 64U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;64;Санд;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__64u__sand__no__no__no__no.jpg;8712.00;8799.00;9060.00;8886.00;8973.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00160201;SC-00160201;Дверь Магнолия сатинат 94U 2000*800 (190) L ст.гравировка 1 Krona;Полотно;шт;PROFILDOORS;Полотно;U;94;Магнолия Сатинат;2000;800;36;гравировка 1;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__94u__magnoliya-satinat__gravirovka-1__no__no__no.jpg;12059.00;12180.00;12541.00;12300.00;12421.00;17184.00;17356.00;17871.00;17528.00;17700.00;18215.00;
00-00160212;SC-00160212;Дверь Вайт 1.3.1 PD 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PD;1.3.1;Вайт;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pd/pd__1-3-1pd__vayt__no__no__no__no.jpg;9941.00;10040.00;10339.00;10140.00;10239.00;14912.00;15061.00;15508.00;15210.00;15359.00;15807.00;
00-00160216;SC-00160216;Дверь Магнолия сатинат 100U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;100;Магнолия Сатинат;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__100u__magnoliya-satinat__no__no__no__no.jpg;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00160219;SC-00160219;Дверь Манхэттен 2.100U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.100;Манхэттен;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-100u__mankhetten__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00160227;SC-00160227;Дверь Каштан Темный 62XN 2000*800 (190) ст.черный лак Krona ;Полотно;шт;PROFILDOORS;Полотно;XN;62;Каштан Темный;2000;800;36;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__62xn__kashtan-temnyy__chernyy-lak__no__no__no.jpg;9932.00;10031.00;10329.00;10131.00;10230.00;14153.00;14295.00;14719.00;14436.00;14578.00;15002.00;
00-00160234;SC-00160234;Дверь Пекан Белый 102XN ст.матовое 2000*800 (190) R Krona;Полотно;шт;PROFILDOORS;Полотно;X;102;Пекан Белый;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/x/x__102x__pekan-belyy__matovoe__no__no__no.jpg;10892.00;11001.00;11328.00;11110.00;11219.00;15520.00;15675.00;16141.00;15830.00;15986.00;16451.00;
00-00160267;SC-00160267;Дверь Аляска 99U 2000*800 (190) R ст.матовое Krona;Полотно;шт;PROFILDOORS;Полотно;U;99;Аляска;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__99u__alyaska__matovoe__no__no__no.jpg;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00160341;SC-00160341;Дверь Смоки 2.1.1 PM 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PM;2.1.1;Смоки;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pm/pm__2-1-1pm__smoki__no__no__no__no.jpg;9196.00;9288.00;9564.00;9380.00;9472.00;13794.00;13932.00;14346.00;14070.00;14208.00;14622.00;
00-00160354;SC-00160354;Дверь Белый люкс 23L глухое 2000*800 (190) молдинг золото Krona;Полотно;шт;PROFILDOORS;Полотно;L;23;Белый Люкс;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__23l__belyy-lyuks__no__no__no__zoloto.jpg;12838.00;12966.00;13352.00;13095.00;13223.00;18615.00;18801.00;19360.00;18987.00;19173.00;19732.00;
00-00160407;SC-00160407;Дверь Каштан Темный  1XN 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;XN;1;Каштан Темный;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__1xn__kashtan-temnyy__no__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00160423;SC-00160423;Дверь Магнолия Сатинат 62U 2000*800 (190) ст.белый лак Krona;Полотно;шт;PROFILDOORS;Полотно;U;62;Магнолия Сатинат;2000;800;36;белый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__62u__magnoliya-satinat__belyy-lak__no__no__no.jpg;9932.00;10031.00;10329.00;10131.00;10230.00;14153.00;14295.00;14719.00;14436.00;14578.00;15002.00;
00-00160420;SC-00160420;Дверь Магнолия Сатинат 62U 2000*800 (190) ст.перламутровый лак Krona;Полотно;шт;PROFILDOORS;Полотно;U;62;Магнолия Сатинат;2000;800;36;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__62u__magnoliya-satinat__perlamutrovyy-lak__no__no__no.jpg;9932.00;10031.00;10329.00;10131.00;10230.00;14153.00;14295.00;14719.00;14436.00;14578.00;15002.00;
00-00160445;SC-00160445;Дверь Пекан Белый 90XN 2000*800 (190) R ст.гравировка 1 Krona;Полотно;шт;PROFILDOORS;Полотно;XN;90;Пекан Белый;2000;800;36;гравировка 1;;Классика;;11257.00;11370.00;11707.00;11482.00;11595.00;16041.00;16201.00;16683.00;16362.00;16522.00;17003.00;
00-00160467;SC-00160467;Дверь Аляска 2.34U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.34;Аляска;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-34u__alyaska__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00160471;SC-00160471;Дверь Дуб Салинас Темный 2.11XN 2000*800 (190) R ст.графит Krona;Полотно;шт;PROFILDOORS;Полотно;XN;2.11;Дуб Салинас Темный;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-11xn__dub-salinas-temnyy__grafit__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00160474;SC-00160474;Дверь ДаркВайт 102Е AL 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;102;ДаркВайт;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__102e__darkvayt__no__no__4-stor-matovaya__no.jpg;15680.00;15837.00;16307.00;15994.00;16150.00;22736.00;22963.00;23645.00;23191.00;23418.00;24100.00;
00-00160479;SC-00160479;Дверь Дуб Салинас Светлый 105XN 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;XN;105;Дуб Салинас Светлый;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__105xn__dub-salinas-svetlyy__no__no__no__no.jpg;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00160548;SC-00160548;Дверь Магнолия Сатинат 42Е молдинг хром 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;42;Магнолия Сатинат;2000;800;44;;;Модерн;;16938.00;17107.00;17616.00;17277.00;17446.00;24560.00;24806.00;25542.00;25051.00;25297.00;26034.00;
00-00160583;SC-00160583;Дверь Вайт 4.1.1 PD 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PD;4.1.1;Вайт;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pd/pd__4-1-1pd__vayt__no__no__no__no.jpg;9941.00;10040.00;10339.00;10140.00;10239.00;14912.00;15061.00;15508.00;15210.00;15359.00;15807.00;
00-00160613;SC-00160613;Дверь Аляска  2U 2000*800 (190) R ст.матовое Krona;Полотно;шт;PROFILDOORS;Полотно;U;2;Аляска;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2u__alyaska__matovoe__no__no__no.jpg;8106.00;8187.00;8430.00;8268.00;8349.00;11550.00;11666.00;12012.00;11781.00;11897.00;12243.00;
00-00160687;SC-00160687;Дверь Манхэттен 2.11U 2000*800 (190) R ст.матовое Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.11;Манхэттен;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-11u__mankhetten__matovoe__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00160693;SC-00160693;Дверь ДаркВайт 2.100U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.100;ДаркВайт;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-100u__darkvayt__no__no__no__no.jpg;8712.00;8799.00;9060.00;8886.00;8973.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00160759;SC-00160759;Дверь Аляска 65U 2000*800 (190) R ст.матовое Krona;Полотно;шт;PROFILDOORS;Полотно;U;65;Аляска;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__65u__alyaska__matovoe__no__no__no.jpg;9542.00;9637.00;9924.00;9733.00;9828.00;13597.00;13733.00;14141.00;13869.00;14005.00;14413.00;
00-00160780;SC-00160780;Дверь Аляска  2U 2000*800 (190) R ст.графит Krona;Полотно;шт;PROFILDOORS;Полотно;U;2;Аляска;2000;800;36;графит;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2u__alyaska__grafit__no__no__no.jpg;8643.00;8729.00;8989.00;8816.00;8902.00;12316.00;12439.00;12809.00;12562.00;12685.00;13055.00;
00-00160776;SC-00160776;Дверь Шеллгрей 106U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;106;Шеллгрей;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__106u__shellgrey__no__no__no__no.jpg;7121.00;7192.00;7406.00;7263.00;7335.00;10147.00;10248.00;10553.00;10350.00;10451.00;10756.00;
00-00160859;SC-00160859;Дверь Магнолия сатинат 2.36U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.36;Магнолия Сатинат;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-36u__magnoliya-satinat__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00160939;SC-00160939;Дверь Кремовая Магнолия 2.5.1 PD 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PD;2.5.1;Кремовая Магнолия;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pd/pd__2-5-1pd__kremovaya-magnoliya__no__no__no__no.jpg;9941.00;10040.00;10339.00;10140.00;10239.00;14912.00;15061.00;15508.00;15210.00;15359.00;15807.00;
00-00160941;SC-00160941;Дверь Графит 2.7.1 PD 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PD;2.7.1;Графит;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pd/pd__2-7-1pd__grafit__no__no__no__no.jpg;9941.00;10040.00;10339.00;10140.00;10239.00;14912.00;15061.00;15508.00;15210.00;15359.00;15807.00;
00-00160945;SC-00160945;Дверь Смоки 1.1.1 PM 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PM;1.1.1;Смоки;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pm/pm__1-1-1pm__smoki__no__no__no__no.jpg;9196.00;9288.00;9564.00;9380.00;9472.00;13794.00;13932.00;14346.00;14070.00;14208.00;14622.00;
00-00160984;SC-00160984;Дверь Манхэттен 92U 2000*800 (190) R ст.гравировка 10 Krona;Полотно;шт;PROFILDOORS;Полотно;U;92;Манхэттен;2000;800;36;гравировка 10;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__92u__mankhetten__gravirovka-10__no__no__no.jpg;13136.00;13267.00;13661.00;13399.00;13530.00;18718.00;18905.00;19467.00;19092.00;19280.00;19841.00;
00-00160965;SC-00160965;Дверь Шеллгрей  1U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;1;Шеллгрей;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__1u__shellgrey__no__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00160988;SC-00160988;Дверь Блэк 1 PA 2000*800 (190) профиль Черный Eclipse;Полотно;шт;PROFILDOORS;Полотно;PA;1;Блэк;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/pa/pa__1pa__blek__no__no__no__no__chernyy__no.jpg;13429.00;13563.00;13966.00;13698.00;13832.00;19472.00;19667.00;20251.00;19861.00;20056.00;20640.00;
00-00161039;SC-00161039;Дверь Дуб Салинас Светлый 49XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;49;Дуб Салинас Светлый;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__49xn__dub-salinas-svetlyy__grafit__no__no__no.jpg;9019.00;9109.00;9380.00;9199.00;9290.00;12852.00;12981.00;13366.00;13109.00;13238.00;13623.00;
00-00161038;SC-00161038;Дверь Дуб Салинас Светлый 2.09XN 2000*800 (190) R ст.графит Krona;Полотно;шт;PROFILDOORS;Полотно;XN;2.09;Дуб Салинас Светлый;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-09xn__dub-salinas-svetlyy__grafit__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00161067;SC-00161067;Дверь Графит 1.3.1 PD 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PD;1.3.1;Графит;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pd/pd__1-3-1pd__grafit__no__no__no__no.jpg;9941.00;10040.00;10339.00;10140.00;10239.00;14912.00;15061.00;15508.00;15210.00;15359.00;15807.00;
00-00161077;SC-00161077;Дверь Манхэттен  2U 2000*800 ст.прозрачное;Полотно;шт;PROFILDOORS;Полотно;U;2;Манхэттен;2000;800;36;прозрачное;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2u__mankhetten__prozrachnoe__no__no__no.jpg;9306.00;9399.00;9678.00;9492.00;9585.00;13150.00;13282.00;13676.00;13413.00;13545.00;13939.00;
00-00161079;SC-00161079;Дверь Магнолия Сатинат 1M зеркало grey 2000*800 (190) R кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;M;1;Магнолия Сатинат;2000;800;44;зеркало grey;;Модерн;https://opt-profildoors.ru/upload/catalog/m/1/m__1m__no__zerkalo-grey__no__matovaya-alyuminievaya__no.jpg;23295.00;23528.00;24227.00;23761.00;23994.00;33778.00;34116.00;35129.00;34454.00;34791.00;35805.00;
00-00161100;SC-00161100;Дверь Дуб Салинас Светлый 102XN 2000*800 (190) R ст.матовое Krona;Полотно;шт;PROFILDOORS;Полотно;XN;102;Дуб Салинас Светлый;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__102xn__dub-salinas-svetlyy__matovoe__no__no__no.jpg;10892.00;11001.00;11328.00;11110.00;11219.00;15520.00;15675.00;16141.00;15830.00;15986.00;16451.00;
00-00161103;SC-00161103;Дверь Аляска 2.09U 2000*800 ст.прозрачное;Полотно;шт;PROFILDOORS;Полотно;U;2.09;Аляска;2000;800;36;прозрачное;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-09u__alyaska__prozrachnoe__no__no__no.jpg;8880.00;8969.00;9235.00;9058.00;9146.00;12544.00;12669.00;13046.00;12795.00;12920.00;13297.00;
00-00161151;SC-00161151;Дверь Кремовая Магнолия 3 PA 2000*800 (190) профиль Шампань Eclipse;Полотно;шт;PROFILDOORS;Полотно;PA;3;Кремовая Магнолия;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/pa/pa__3pa__kremovaya-magnoliya__no__no__no__no__shampan__no.jpg;18946.00;19135.00;19704.00;19325.00;19514.00;27472.00;27747.00;28571.00;28021.00;28296.00;29120.00;
00-00161148;SC-00161148;Дверь Манхэттен 104Е ст.черный лак 2000*800 (190) 1 отв кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;104;Манхэттен;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__104e__mankhetten__chernyy-lak__no__4-stor-matovaya__no.jpg;15680.00;15837.00;16307.00;15994.00;16150.00;22736.00;22963.00;23645.00;23191.00;23418.00;24100.00;
00-00161136;SC-00161136;Дверь Крем Вайт 11 PA 2000*800 (190) профиль Деорэ Eclipse;Полотно;шт;PROFILDOORS;Полотно;PA;11;Крем Вайт;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/pa/pa__11pa__krem-vayt__no__no__no__no__deore__no.jpg;14694.00;14841.00;15282.00;14988.00;15135.00;21306.00;21519.00;22158.00;21732.00;21945.00;22584.00;
00-00161171;SC-00161171;Дверь Галька люкс 23L 2000*800 (190) серебро Krona;Полотно;шт;PROFILDOORS;Полотно;L;23;Галька Люкс;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__23l__galka-lyuks__no__no__no__serebro.jpg;12838.00;12966.00;13352.00;13095.00;13223.00;18615.00;18801.00;19360.00;18987.00;19173.00;19732.00;
00-00161276;SC-00161276;Дверь Галька Люкс 2.09L 2000*800 (190) R ст.графит Krona;Полотно;шт;PROFILDOORS;Полотно;L;2.09;Галька Люкс;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/l/l__2-09l__galka-lyuks__grafit__no__no__no.jpg;8822.00;8910.00;9175.00;8998.00;9087.00;12792.00;12920.00;13304.00;13048.00;13176.00;13560.00;
00-00161346;SC-00161346;Дверь Манхэттен 105Е ст.лак классик 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;105;Манхэттен;2000;800;44;лак классик;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__105e__mankhetten__lak-klassik__no__4-stor-abs__no.jpg;16926.00;17095.00;17603.00;17265.00;17434.00;24543.00;24788.00;25525.00;25034.00;25279.00;26016.00;
00-00161307;SC-00161307;Дверь Аляска 101U 2000*800 ст.прозрачное Krona;Полотно;шт;PROFILDOORS;Полотно;U;101;Аляска;2000;800;36;прозрачное;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__101u__alyaska__prozrachnoe__no__no__no.jpg;10892.00;11001.00;11328.00;11110.00;11219.00;15520.00;15675.00;16141.00;15830.00;15986.00;16451.00;
00-00161367;SC-00161367;Дверь Грей 2.09U 2000*800 (190) R ст.матовое Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.09;Грей;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-09u__grey__matovoe__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00161403;SC-00161403;Дверь Пекан Белый 103XN ст.матовое 2000*800 (190) R Krona;Полотно;шт;PROFILDOORS;Полотно;XN;103;Пекан Белый;2000;800;36;матовое;;Классика;;10892.00;11001.00;11328.00;11110.00;11219.00;15520.00;15675.00;16141.00;15830.00;15986.00;16451.00;
00-00161375;SC-00161375;Дверь Блэк/Вайт 1 PA 2000*800 (190) R профиль Черный Eclipse;Полотно;шт;PROFILDOORS;Полотно;PA;1;Блэк;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/pa/pa__1pa__blek__no__no__no__no__chernyy__no.jpg;13429.00;13563.00;13966.00;13698.00;13832.00;19472.00;19667.00;20251.00;19861.00;20056.00;20640.00;
00-00161449;SC-00161449;Дверь Под покраску 1M зеркало grey 2000*800 (190) R кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;M;1;Под покраску;2000;800;44;зеркало grey;;Модерн;https://opt-profildoors.ru/upload/catalog/m/1/m__1m__no__zerkalo-grey__no__matovaya-alyuminievaya__no.jpg;20359.00;20563.00;21173.00;20766.00;20970.00;29521.00;29816.00;30702.00;30111.00;30407.00;31292.00;
00-00161459;SC-00161459;Дверь Смоки 1.4.1 PM 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;PM;1.4.1;Смоки;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/pm/pm__1-4-1pm__smoki__no__no__no__no.jpg;9196.00;9288.00;9564.00;9380.00;9472.00;13794.00;13932.00;14346.00;14070.00;14208.00;14622.00;
00-00161474;SC-00161474;Дверь Пекан Белый 2XN ст.ромб 2000*800;Полотно;шт;PROFILDOORS;Полотно;XN;2;Пекан Белый;2000;800;36;ромб;;Классика;;9011.00;9101.00;9371.00;9191.00;9281.00;12730.00;12857.00;13239.00;12985.00;13112.00;13494.00;
00-00161473;SC-00161473;Дверь Дуб Салинас Светлый 100XN 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;XN;100;Дуб Салинас Светлый;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__100xn__dub-salinas-svetlyy__no__no__no__no.jpg;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00161411;SC-00161411;Дверь Магнолия сатинат 65U 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;U;65;Магнолия Сатинат;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__65u__magnoliya-satinat__matovoe__no__no__no.jpg;10742.00;10849.00;11172.00;10957.00;11064.00;15197.00;15349.00;15805.00;15501.00;15653.00;16109.00;
00-00161499;SC-00161499;Дверь Санд 2.100U 2000*800 (190) Krona;Полотно;шт;PROFILDOORS;Полотно;U;2.100;Санд;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-100u__sand__no__no__no__no.jpg;8713.00;8800.00;9062.00;8887.00;8974.00;12415.00;12539.00;12912.00;12663.00;12787.00;13160.00;
00-00161502;SC-00161502;Дверь Санд 101U 2000*800 (190) ст.прозрачное Krona;Полотно;шт;PROFILDOORS;Полотно;U;101;Санд;2000;800;36;прозрачное;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__101u__sand__prozrachnoe__no__no__no.jpg;10892.00;11001.00;11328.00;11110.00;11219.00;15520.00;15675.00;16141.00;15830.00;15986.00;16451.00;
00-00161524;SC-00161524;Дверь Аляска 104Е ст.перламутровый лак 2000*800 (190) 2 отв кромка 4 стор. Black Edition Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;104;Аляска;2000;800;44;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__104e__alyaska__perlamutrovyy-lak__no__4-stor-matovaya__no.jpg;17568.00;17744.00;18271.00;17919.00;18095.00;25474.00;25729.00;26493.00;25983.00;26238.00;27002.00;
00-00161514;SC-00161514;Дверь Дуб Салинас Светлый 62XN 2000*800 (190) ст.серебро матлак Krona;Полотно;шт;PROFILDOORS;Полотно;XN;62;Дуб Салинас Светлый;2000;800;36;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__62xn__dub-salinas-svetlyy__serebryanyy-lak__no__no__no.jpg;9932.00;10031.00;10329.00;10131.00;10230.00;14153.00;14295.00;14719.00;14436.00;14578.00;15002.00;
00-00161515;SC-00161515;Дверь Аляска 62U 2000*800 (190) ст.белый лак Krona;Полотно;шт;PROFILDOORS;Полотно;U;62;Аляска;2000;800;36;белый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__62u__alyaska__belyy-lak__no__no__no.jpg;9932.00;10031.00;10329.00;10131.00;10230.00;14153.00;14295.00;14719.00;14436.00;14578.00;15002.00;
